"street","city","zip","lat","long","accuracy","status"
"3634 20th Street #3","San Francisco",94110,NA,NA,0,620
"2875 21st Street #5","San Francisco",94110,NA,NA,0,620
"2930 24th Avenue","San Francisco",94132,NA,NA,0,620
"4054 26th Street","San Francisco",94131,NA,NA,0,620
"154 28th Street #2","San Francisco",94131,NA,NA,0,620
"520 2nd Avenue","San Francisco",94118,NA,NA,0,620
"461 2nd Street #C334","San Francisco",94107,NA,NA,0,620
"489 30th Street","San Francisco",94131,NA,NA,0,620
"1415 32nd Avenue #1417","San Francisco",94122,NA,NA,0,620
"642 33rd Avenue","San Francisco",94121,NA,NA,0,620
"759 48th Avenue","San Francisco",94121,NA,NA,0,620
"555 4th Street #608","San Francisco",94107,NA,NA,0,620
"555 4th Street #613","San Francisco",94107,NA,NA,0,620
"555 4th Street #650","San Francisco",94107,NA,NA,0,620
"555 4th Street #710","San Francisco",94107,NA,NA,0,620
"555 4th Street #724","San Francisco",94107,NA,NA,0,620
"55 6th Avenue","San Francisco",94118,NA,NA,0,620
"451 7th Avenue #102","San Francisco",94118,NA,NA,0,620
"121 #V","San Francisco",94121,NA,NA,0,620
"2938 Arelious Walker Drive","San Francisco",94124,NA,NA,0,620
"459 Ashbury Street","San Francisco",94117,NA,NA,0,620
"52 Ashton Avenue","San Francisco",94112,NA,NA,0,620
"501 Beale Street #15E","San Francisco",94105,NA,NA,0,620
"501 Beale Street #16E","San Francisco",94105,NA,NA,0,620
"501 Beale Street #18A","San Francisco",94105,NA,NA,0,620
"501 Beale Street #18E","San Francisco",94105,NA,NA,0,620
"501 Beale Street #5A","San Francisco",94105,NA,NA,0,620
"277 Bradford Street","San Francisco",94110,NA,NA,0,620
"1177 California Street #1115","San Francisco",94108,NA,NA,0,620
"3955 Cesar Chavez Street","San Francisco",94131,NA,NA,0,620
"111 Chestnut Street #906","San Francisco",94111,NA,NA,0,620
"3515 Clement Street","San Francisco",94121,NA,NA,0,620
"148 Cole Street","San Francisco",94117,NA,NA,0,620
"162 College Avenue","San Francisco",94112,NA,NA,0,620
"225 Corbett Avenue","San Francisco",94114,NA,NA,0,620
"62 Diana Street","San Francisco",94124,NA,NA,0,620
"355 East Buena Vista Avenue #309W","San Francisco",94117,NA,NA,0,620
"1610 Eucalyptus Drive","San Francisco",94132,NA,NA,0,620
"840 Faxon Avenue","San Francisco",94112,NA,NA,0,620
"202 Felton Street","San Francisco",94134,NA,NA,0,620
"587 Flood Avenue","San Francisco",94112,NA,NA,0,620
"4019 Folsom Street","San Francisco",94110,NA,NA,0,620
"317 Franconia Street","San Francisco",94110,NA,NA,0,620
"1363 Gilman Avenue","San Francisco",94124,NA,NA,0,620
"1835 Golden Gate Avenue #4","San Francisco",94115,NA,NA,0,620
"1482 Innes Avenue","San Francisco",94124,NA,NA,0,620
"265 Kensington Way","San Francisco",94127,NA,NA,0,620
"220 Lombard Street #522","San Francisco",94111,NA,NA,0,620
"1619 Lyon Street","San Francisco",94115,NA,NA,0,620
"1925 Lyon Street #1927","San Francisco",94115,NA,NA,0,620
"435 Magellan Avenue","San Francisco",94116,NA,NA,0,620
"403 Main Street #217N","San Francisco",94105,NA,NA,0,620
"270 Maynard Street","San Francisco",94112,NA,NA,0,620
"2001 McAllister Street #133","San Francisco",94118,NA,NA,0,620
"328 Montcalm Street","San Francisco",94110,NA,NA,0,620
"520 Peru Avenue","San Francisco",94112,NA,NA,0,620
"1001 Pine Street #308","San Francisco",94109,NA,NA,0,620
"104 Prentiss Street","San Francisco",94110,NA,NA,0,620
"530 Rhode Island Street","San Francisco",94107,NA,NA,0,620
"1218 Rhode Island Street #8","San Francisco",94107,NA,NA,0,620
"72 Richland Avenue","San Francisco",94110,NA,NA,0,620
"3324 Rivera Street","San Francisco",94116,NA,NA,0,620
"466 Sanchez Street","San Francisco",94114,NA,NA,0,620
"2856 Scott Street #5","San Francisco",94123,NA,NA,0,620
"255 St. Charles Avenue","San Francisco",94132,NA,NA,0,620
"219 Staples Avenue","San Francisco",94112,NA,NA,0,620
"3620 Taraval Street #1","San Francisco",94116,NA,NA,0,620
"2545 Turk Boulevard","San Francisco",94118,NA,NA,0,620
"270 Valdez Avenue","San Francisco",94127,NA,NA,0,620
"135 Valencia Street #310","San Francisco",94103,NA,NA,0,620
"1370 Valencia Street #5","San Francisco",94110,NA,NA,0,620
"573 Waller Street","San Francisco",94117,NA,NA,0,620
"592 Wisconsin Street #35","San Francisco",94107,NA,NA,0,620
"119 14th Avenue","San Francisco",94118,NA,NA,0,620
"1761 22nd Avenue","San Francisco",94122,NA,NA,0,620
"1251 23rd Avenue","San Francisco",94122,NA,NA,0,620
"525 27th Street #2","San Francisco",94131,NA,NA,0,620
"697 28th Avenue","San Francisco",94121,NA,NA,0,620
"447 28th Street","San Francisco",94131,NA,NA,0,620
"519 29th Street","San Francisco",94131,NA,NA,0,620
"2251 32nd Avenue","San Francisco",94116,NA,NA,0,620
"2230 44th Avenue","San Francisco",94116,NA,NA,0,620
"774 48th Avenue","San Francisco",94121,NA,NA,0,620
"2290 48th Avenue","San Francisco",94116,NA,NA,0,620
"555 4th Street #106","San Francisco",94107,NA,NA,0,620
"555 4th Street #517","San Francisco",94107,NA,NA,0,620
"555 4th Street #821","San Francisco",94107,NA,NA,0,620
"57 Arbor Street","San Francisco",94131,NA,NA,0,620
"437 Arlington Street #439","San Francisco",94131,NA,NA,0,620
"437 Banks Street","San Francisco",94110,NA,NA,0,620
"1 Bartlett Street","San Francisco",94110,NA,NA,0,620
"1527 Beach Street","San Francisco",94123,NA,NA,0,620
"2170 Beach Street","San Francisco",94123,NA,NA,0,620
"501 Beale Street #21F","San Francisco",94105,NA,NA,0,620
"501 Beale Street #6B","San Francisco",94105,NA,NA,0,620
"501 Beale Street #6D","San Francisco",94105,NA,NA,0,620
"501 Beale Street #7B","San Francisco",94105,NA,NA,0,620
"74 Brady Street #14","San Francisco",94103,NA,NA,0,620
"40 Brompton Avenue","San Francisco",94131,NA,NA,0,620
"3332 California Street","San Francisco",94118,NA,NA,0,620
"600 Chestnut Street #102C","San Francisco",94133,NA,NA,0,620
"1563 Clay Street","San Francisco",94109,NA,NA,0,620
"1005 Cortland Avenue","San Francisco",94110,NA,NA,0,620
"370 De Haro Street #B14","San Francisco",94103,NA,NA,0,620
"48 Denslowe Drive","San Francisco",94132,NA,NA,0,620
"355 East Buena Vista Avenue #513W","San Francisco",94117,NA,NA,0,620
"59 Edinburgh Street","San Francisco",94112,NA,NA,0,620
"123 Edinburgh Street","San Francisco",94112,NA,NA,0,620
"220 Esmeralda Avenue","San Francisco",94110,NA,NA,0,620
"1365 Folsom Street","San Francisco",94103,NA,NA,0,620
"988 Fulton Street #324","San Francisco",94117,NA,NA,0,620
"4708 Fulton Street","San Francisco",94121,NA,NA,0,620
"1727 Grove Street","San Francisco",94117,NA,NA,0,620
"707 Guerrero Street #3","San Francisco",94110,NA,NA,0,620
"863 Haight Street #1","San Francisco",94117,NA,NA,0,620
"863 Haight Street #3","San Francisco",94117,NA,NA,0,620
"863 Haight Street #5","San Francisco",94117,NA,NA,0,620
"101 Harrison Street #217","San Francisco",94105,NA,NA,0,620
"1247 Harrison Street #27","San Francisco",94103,NA,NA,0,620
"401 Holloway Avenue","San Francisco",94112,NA,NA,0,620
"700 Illinois Street #6","San Francisco",94107,NA,NA,0,620
"277 Judson Avenue","San Francisco",94112,NA,NA,0,620
"260 King Street #1201","San Francisco",94107,NA,NA,0,620
"83 Lafayette Street #3","San Francisco",94103,NA,NA,0,620
"50 Lansing Street #510","San Francisco",94105,NA,NA,0,620
"467 Lisbon Street","San Francisco",94112,NA,NA,0,620
"452 Lyon Street","San Francisco",94117,NA,NA,0,620
"1982 McAllister Street","San Francisco",94115,NA,NA,0,620
"111 Molimo Drive","San Francisco",94127,NA,NA,0,620
"416 Molimo Drive","San Francisco",94127,NA,NA,0,620
"754 Monterey Boulevard","San Francisco",94127,NA,NA,0,620
"672 Moultrie Street","San Francisco",94110,NA,NA,0,620
"1059 Noe Street","San Francisco",94114,NA,NA,0,620
"205 Oak Park Drive","San Francisco",94131,NA,NA,0,620
"2135 Ocean Avenue","San Francisco",94127,NA,NA,0,620
"663 Orizaba Avenue","San Francisco",94132,NA,NA,0,620
"3130 Pacheco Street","San Francisco",94116,NA,NA,0,620
"150 Palm Avenue #3","San Francisco",94118,NA,NA,0,620
"680 Peralta Avenue","San Francisco",94110,NA,NA,0,620
"20 Pinehurst Way","San Francisco",94127,NA,NA,0,620
"1556 Quesada Avenue","San Francisco",94124,NA,NA,0,620
"1187 Revere Avenue","San Francisco",94124,NA,NA,0,620
"321 Richland Avenue","San Francisco",94110,NA,NA,0,620
"901 Rockdale Drive","San Francisco",94127,NA,NA,0,620
"425 San Miguel Street","San Francisco",94112,NA,NA,0,620
"41 Santa Rita Avenue","San Francisco",94116,NA,NA,0,620
"75 Sierra Street #301","San Francisco",94107,NA,NA,0,620
"140 South Van Ness Avenue #830","San Francisco",94102,NA,NA,0,620
"223 Staples Avenue","San Francisco",94112,NA,NA,0,620
"2510 Steiner Street","San Francisco",94115,NA,NA,0,620
"2075 Sutter Street #535","San Francisco",94115,NA,NA,0,620
"1632 Taylor Street #2","San Francisco",94133,NA,NA,0,620
"1841 Taylor Street","San Francisco",94133,NA,NA,0,620
"730 Ulloa Street","San Francisco",94127,NA,NA,0,620
"728 Vallejo Street","San Francisco",94133,NA,NA,0,620
"258 Victoria Street","San Francisco",94132,NA,NA,0,620
"1151 Washington Street","San Francisco",94108,NA,NA,0,620
"92 Whitney Street","San Francisco",94131,NA,NA,0,620
"49 Wilder Street","San Francisco",94131,NA,NA,0,620
"2155 12th Avenue","San Francisco",94116,NA,NA,0,620
"698 19th Avenue","San Francisco",94121,NA,NA,0,620
"1514 21st Avenue","San Francisco",94122,NA,NA,0,620
"3627 21st Street","San Francisco",94114,NA,NA,0,620
"2630 23rd Avenue","San Francisco",94116,NA,NA,0,620
"3969 23rd Street","San Francisco",94114,NA,NA,0,620
"286 30th Avenue","San Francisco",94121,NA,NA,0,620
"363 30th Street","San Francisco",94131,NA,NA,0,620
"1871 31st Avenue","San Francisco",94122,NA,NA,0,620
"2284 31st Avenue","San Francisco",94116,NA,NA,0,620
"2418 36th Avenue","San Francisco",94116,NA,NA,0,620
"1336 38th Avenue","San Francisco",94122,NA,NA,0,620
"1670 45th Avenue","San Francisco",94122,NA,NA,0,620
"555 4th Street #729","San Francisco",94107,NA,NA,0,620
"555 4th Street #803","San Francisco",94107,NA,NA,0,620
"555 4th Street #804","San Francisco",94107,NA,NA,0,620
"659 9th Avenue","San Francisco",94118,NA,NA,0,620
"1665 Alabama Street","San Francisco",94110,NA,NA,0,620
"552 Arguello Boulevard","San Francisco",94118,NA,NA,0,620
"1020 Balboa Street","San Francisco",94118,NA,NA,0,620
"101 Balceta Avenue","San Francisco",94127,NA,NA,0,620
"501 Beale Street #11B","San Francisco",94105,NA,NA,0,620
"501 Beale Street #17D","San Francisco",94105,NA,NA,0,620
"501 Beale Street #19F","San Francisco",94105,NA,NA,0,620
"501 Beale Street #2B","San Francisco",94105,NA,NA,0,620
"501 Beale Street #5B","San Francisco",94105,NA,NA,0,620
"501 Beale Street #8H","San Francisco",94105,NA,NA,0,620
"161 Beaver Street","San Francisco",94114,NA,NA,0,620
"486 Belvedere Street","San Francisco",94117,NA,NA,0,620
"36 Bronte Street","San Francisco",94110,NA,NA,0,620
"1350 California Street #405","San Francisco",94109,NA,NA,0,620
"2149 Castro Street","San Francisco",94131,NA,NA,0,620
"55 Cayuga Avenue","San Francisco",94112,NA,NA,0,620
"62 Chicago Way","San Francisco",94112,NA,NA,0,620
"2797 Clay Street","San Francisco",94115,NA,NA,0,620
"469 Clementina Street #20","San Francisco",94103,NA,NA,0,620
"121 Connecticut Street","San Francisco",94107,NA,NA,0,620
"15 Escondido Avenue","San Francisco",94132,NA,NA,0,620
"2 Fallon Place","San Francisco",94133,NA,NA,0,620
"3254 Folsom Street","San Francisco",94110,NA,NA,0,620
"2530 Franklin Street","San Francisco",94123,NA,NA,0,620
"1 Gellert Drive","San Francisco",94132,NA,NA,0,620
"1404 Golden Gate Avenue","San Francisco",94115,NA,NA,0,620
"2550 Gough Street #3","San Francisco",94123,NA,NA,0,620
"999 Green Street #903","San Francisco",94133,NA,NA,0,620
"1097 Green Street #11","San Francisco",94133,NA,NA,0,620
"150 Guerrero Street","San Francisco",94103,NA,NA,0,620
"740 Haight Street","San Francisco",94117,NA,NA,0,620
"1370 Hayes Street","San Francisco",94117,NA,NA,0,620
"380 Hermann Street","San Francisco",94117,NA,NA,0,620
"2919 Ingalls Street","San Francisco",94124,NA,NA,0,620
"1810 Jackson Street #7","San Francisco",94109,NA,NA,0,620
"29 Joost Avenue #401","San Francisco",94131,NA,NA,0,620
"50 Lansing Street #201","San Francisco",94105,NA,NA,0,620
"50 Lansing Street #605","San Francisco",94105,NA,NA,0,620
"67 Lawrence Avenue","San Francisco",94112,NA,NA,0,620
"275 London Street","San Francisco",94112,NA,NA,0,620
"1318 Masonic Avenue","San Francisco",94117,NA,NA,0,620
"343 Mullen Avenue","San Francisco",94110,NA,NA,0,620
"81 Naples Street","San Francisco",94112,NA,NA,0,620
"429 Noe Street","San Francisco",94114,NA,NA,0,620
"748 North Point Street #2","San Francisco",94109,NA,NA,0,620
"2718 Octavia Street","San Francisco",94123,NA,NA,0,620
"2200 Pacific Avenue #3B","San Francisco",94115,NA,NA,0,620
"1050 Page Street","San Francisco",94117,NA,NA,0,620
"247 Schwerin Street","San Francisco",94134,NA,NA,0,620
"25 Sierra Street #207","San Francisco",94107,NA,NA,0,620
"101 Stanford Heights Avenue","San Francisco",94127,NA,NA,0,620
"146 Stratford Drive","San Francisco",94132,NA,NA,0,620
"2184 Sutter Street","San Francisco",94115,NA,NA,0,620
"2188 Sutter Street","San Francisco",94115,NA,NA,0,620
"2337 Vallejo Street","San Francisco",94123,NA,NA,0,620
"601 Van Ness Avenue #803","San Francisco",94102,NA,NA,0,620
"41 14th Avenue","San Francisco",94118,NA,NA,0,620
"2012 14th Avenue","San Francisco",94116,NA,NA,0,620
"1435 15th Avenue","San Francisco",94122,NA,NA,0,620
"2150 15th Street","San Francisco",94114,NA,NA,0,620
"4136 21st Street","San Francisco",94114,NA,NA,0,620
"380 22nd Avenue #102","San Francisco",94121,NA,NA,0,620
"2283 24th Avenue","San Francisco",94116,NA,NA,0,620
"2130 24th Street","San Francisco",94107,NA,NA,0,620
"66 27th Avenue","San Francisco",94121,NA,NA,0,620
"2100 29th Avenue","San Francisco",94116,NA,NA,0,620
"1818 33rd Avenue","San Francisco",94122,NA,NA,0,620
"2281 33rd Avenue","San Francisco",94116,NA,NA,0,620
"555 37th Avenue","San Francisco",94121,NA,NA,0,620
"675 38th Avenue","San Francisco",94121,NA,NA,0,620
"1517 45th Avenue","San Francisco",94122,NA,NA,0,620
"1751 45th Avenue","San Francisco",94122,NA,NA,0,620
"555 4th Street #627","San Francisco",94107,NA,NA,0,620
"555 4th Street #629","San Francisco",94107,NA,NA,0,620
"555 4th Street #637","San Francisco",94107,NA,NA,0,620
"555 4th Street #641","San Francisco",94107,NA,NA,0,620
"182 Andover Street","San Francisco",94110,NA,NA,0,620
"32 Arnold Avenue","San Francisco",94110,NA,NA,0,620
"817 Ashbury Street","San Francisco",94117,NA,NA,0,620
"1774 Beach Street","San Francisco",94123,NA,NA,0,620
"2 Beachmont Drive","San Francisco",94132,NA,NA,0,620
"501 Beale Street","San Francisco",94105,NA,NA,0,620
"239 Brannan Street #15G","San Francisco",94107,NA,NA,0,620
"1155 Broderick Street","San Francisco",94115,NA,NA,0,620
"2006 Broderick Street #3","San Francisco",94115,NA,NA,0,620
"2217 California Street","San Francisco",94115,NA,NA,0,620
"428 Capp Street","San Francisco",94110,NA,NA,0,620
"87 Cassandra Court","San Francisco",94112,NA,NA,0,620
"976 Cayuga Avenue","San Francisco",94112,NA,NA,0,620
"1038 Chestnut Street","San Francisco",94109,NA,NA,0,620
"3295 Clay Street #2","San Francisco",94115,NA,NA,0,620
"3835 Clement Street","San Francisco",94121,NA,NA,0,620
"865 Corbett Avenue #3","San Francisco",94131,NA,NA,0,620
"2315 Divisadero Street #C","San Francisco",94115,NA,NA,0,620
"166 Dolores Street","San Francisco",94103,NA,NA,0,620
"155 Downey Street","San Francisco",94117,NA,NA,0,620
"480 Duncan Street","San Francisco",94131,NA,NA,0,620
"1042 Filbert Street","San Francisco",94133,NA,NA,0,620
"151 Foote Avenue","San Francisco",94112,NA,NA,0,620
"6442 Geary Boulevard","San Francisco",94121,NA,NA,0,620
"6444 Geary Boulevard","San Francisco",94121,NA,NA,0,620
"6448 Geary Boulevard","San Francisco",94121,NA,NA,0,620
"1729 Geneva Avenue","San Francisco",94134,NA,NA,0,620
"1388 Gough Street #703","San Francisco",94109,NA,NA,0,620
"30 Grafton Avenue","San Francisco",94112,NA,NA,0,620
"366 Howth Street","San Francisco",94112,NA,NA,0,620
"1578 Indiana Street #9","San Francisco",94107,NA,NA,0,620
"1920 Jefferson Street #1","San Francisco",94123,NA,NA,0,620
"14 Laguna Street","San Francisco",94102,NA,NA,0,620
"685 Lakeview Avenue","San Francisco",94112,NA,NA,0,620
"50 Lansing Street #106","San Francisco",94105,NA,NA,0,620
"50 Lansing Street #406","San Francisco",94105,NA,NA,0,620
"50 Lansing Street #504","San Francisco",94105,NA,NA,0,620
"50 Lansing Street #705","San Francisco",94105,NA,NA,0,620
"533 Noe Street","San Francisco",94114,NA,NA,0,620
"2342 North Point Street","San Francisco",94123,NA,NA,0,620
"8200 Oceanview Terrace #304","San Francisco",94132,NA,NA,0,620
"631 Ofarrell Street #1512","San Francisco",94109,NA,NA,0,620
"474 Orizaba Avenue","San Francisco",94132,NA,NA,0,620
"294 Page Street","San Francisco",94102,NA,NA,0,620
"1628 Page Street","San Francisco",94117,NA,NA,0,620
"1755 Page Street","San Francisco",94117,NA,NA,0,620
"5 Perego Terrace #4","San Francisco",94131,NA,NA,0,620
"850 Powell Street #401","San Francisco",94108,NA,NA,0,620
"3535 Quintara Street","San Francisco",94116,NA,NA,0,620
"30 Ralston Street","San Francisco",94132,NA,NA,0,620
"25 Rivoli Street","San Francisco",94117,NA,NA,0,620
"75 Robinhood Drive","San Francisco",94127,NA,NA,0,620
"170 San Anselmo Avenue","San Francisco",94127,NA,NA,0,620
"424 Silliman Street","San Francisco",94134,NA,NA,0,620
"543 Silver Avenue","San Francisco",94112,NA,NA,0,620
"1269 South Van Ness Avenue","San Francisco",94110,NA,NA,0,620
"106 Sweeny Street","San Francisco",94134,NA,NA,0,620
"200 Townsend Street #5","San Francisco",94107,NA,NA,0,620
"2374 Union Street","San Francisco",94123,NA,NA,0,620
"487 Vallejo Street","San Francisco",94133,NA,NA,0,620
"558 Valley Street","San Francisco",94131,NA,NA,0,620
"3383 Washington Street","San Francisco",94118,NA,NA,0,620
"771 Wisconsin Street","San Francisco",94107,NA,NA,0,620
"1947 10th Avenue","San Francisco",94116,NA,NA,0,620
"1663 11th Avenue","San Francisco",94122,NA,NA,0,620
"105 19th Avenue","San Francisco",94121,NA,NA,0,620
"3987 20th Street","San Francisco",94114,NA,NA,0,620
"4133 20th Street","San Francisco",94114,NA,NA,0,620
"3897 24th Street","San Francisco",94114,NA,NA,0,620
"246 2nd Street #804","San Francisco",94105,NA,NA,0,620
"1922 32nd Avenue","San Francisco",94116,NA,NA,0,620
"2070 33rd Avenue","San Francisco",94116,NA,NA,0,620
"774 34th Avenue","San Francisco",94121,NA,NA,0,620
"1883 41st Avenue","San Francisco",94122,NA,NA,0,620
"755 45th Avenue","San Francisco",94121,NA,NA,0,620
"2311 45th Avenue","San Francisco",94116,NA,NA,0,620
"1374 47th Avenue","San Francisco",94122,NA,NA,0,620
"555 4th Street #521","San Francisco",94107,NA,NA,0,620
"555 4th Street #606","San Francisco",94107,NA,NA,0,620
"555 4th Street #633","San Francisco",94107,NA,NA,0,620
"555 4th Street #735","San Francisco",94133,NA,NA,0,620
"555 4th Street #830","San Francisco",94107,NA,NA,0,620
"429 6th Avenue","San Francisco",94118,NA,NA,0,620
"195 7th Street #301","San Francisco",94103,NA,NA,0,620
"1362 8th Avenue","San Francisco",94122,NA,NA,0,620
"2100 Alemany Boulevard","San Francisco",94112,NA,NA,0,620
"2732 Anza Street","San Francisco",94121,NA,NA,0,620
"316 Arkansas Street","San Francisco",94107,NA,NA,0,620
"238 Arlington Street","San Francisco",94131,NA,NA,0,620
"2047 Bancroft Avenue","San Francisco",94124,NA,NA,0,620
"380 Bartlett Street #101","San Francisco",94110,NA,NA,0,620
"2428 Bayshore Boulevard #2","San Francisco",94134,NA,NA,0,620
"2428 Bayshore Boulevard #6","San Francisco",94134,NA,NA,0,620
"1055 Carolina Street","San Francisco",94107,NA,NA,0,620
"3714 Cesar Chavez","San Francisco",94110,NA,NA,0,620
"110 Chattanooga Street","San Francisco",94114,NA,NA,0,620
"331 Cherry Street","San Francisco",94118,NA,NA,0,620
"348 Church Street #101","San Francisco",94114,NA,NA,0,620
"281 Clara Street #4","San Francisco",94107,NA,NA,0,620
"1250 Clay Street #108","San Francisco",94108,NA,NA,0,620
"832 Cole Street","San Francisco",94117,NA,NA,0,620
"332 Cumberland Street","San Francisco",94114,NA,NA,0,620
"222 East Parnassus Avenue","San Francisco",94117,NA,NA,0,620
"80 Flora Street","San Francisco",94124,NA,NA,0,620
"3901 Folsom Street","San Francisco",94110,NA,NA,0,620
"477 Goettingen Street","San Francisco",94134,NA,NA,0,620
"38 Grafton Avenue","San Francisco",94112,NA,NA,0,620
"1920 Great Highway","San Francisco",94116,NA,NA,0,620
"560 Haight Street #106","San Francisco",94117,NA,NA,0,620
"70 Iris Avenue","San Francisco",94118,NA,NA,0,620
"1870 Jackson Street #604","San Francisco",94109,NA,NA,0,620
"2990 Jackson Street #3","San Francisco",94115,NA,NA,0,620
"207 King Street #404","San Francisco",94107,NA,NA,0,620
"50 Lansing Street #305","San Francisco",94105,NA,NA,0,620
"18 Latona Street","San Francisco",94124,NA,NA,0,620
"1485 McKinnon Avenue","San Francisco",94124,NA,NA,0,620
"33 Moss Street","San Francisco",94103,NA,NA,0,620
"73 Naples Street","San Francisco",94112,NA,NA,0,620
"2816 Pacheco Street","San Francisco",94116,NA,NA,0,620
"1635 Plymouth Avenue","San Francisco",94127,NA,NA,0,620
"95 Red Rock Way #209M","San Francisco",94131,NA,NA,0,620
"8 Reddy Street","San Francisco",94124,NA,NA,0,620
"2542 Sacramento Street #302","San Francisco",94115,NA,NA,0,620
"925 Silliman Street","San Francisco",94134,NA,NA,0,620
"939 Stanyan Street","San Francisco",94117,NA,NA,0,620
"1158 Stanyan Street","San Francisco",94117,NA,NA,0,620
"1483 Sutter Street #710","San Francisco",94109,NA,NA,0,620
"1590 Thomas Avenue","San Francisco",94124,NA,NA,0,620
"200 Townsend Street #10","San Francisco",94107,NA,NA,0,620
"3926 Ulloa Street","San Francisco",94116,NA,NA,0,620
"1568 Underwood Avenue","San Francisco",94124,NA,NA,0,620
"234 Valley Street","San Francisco",94131,NA,NA,0,620
"152 Venus Street","San Francisco",94124,NA,NA,0,620
"425 Vermont Street","San Francisco",94107,NA,NA,0,620
"271 Vernon Street","San Francisco",94132,NA,NA,0,620
"191 Wawona Street","San Francisco",94127,NA,NA,0,620
"1215 York Street","San Francisco",94110,NA,NA,0,620
"231 11th Avenue","San Francisco",94118,NA,NA,0,620
"1330 11th Avenue","San Francisco",94122,NA,NA,0,620
"1780 11th Avenue","San Francisco",94122,NA,NA,0,620
"366 26th Avenue","San Francisco",94121,NA,NA,0,620
"1590 27th Avenue","San Francisco",94122,NA,NA,0,620
"125 30th Street","San Francisco",94110,NA,NA,0,620
"1822 32nd Avenue","San Francisco",94122,NA,NA,0,620
"765 39th Avenue","San Francisco",94121,NA,NA,0,620
"2279 39th Avenue","San Francisco",94116,NA,NA,0,620
"300 3rd Street #720","San Francisco",94107,NA,NA,0,620
"608 44th Avenue","San Francisco",94121,NA,NA,0,620
"2639 45th Avenue","San Francisco",94116,NA,NA,0,620
"590 46th Avenue","San Francisco",94121,NA,NA,0,620
"555 4th Street #102","San Francisco",94107,NA,NA,0,620
"555 4th Street #639","San Francisco",94107,NA,NA,0,620
"68 7th Avenue","San Francisco",94118,NA,NA,0,620
"1697 Alabama Street","San Francisco",94110,NA,NA,0,620
"530 Anderson Street","San Francisco",94110,NA,NA,0,620
"235 Anzavista Avenue","San Francisco",94115,NA,NA,0,620
"227 Arch Street","San Francisco",94132,NA,NA,0,620
"1307 Bay Street #4","San Francisco",94123,NA,NA,0,620
"1734 Bay Street #101","San Francisco",94123,NA,NA,0,620
"173 Belvedere Street","San Francisco",94117,NA,NA,0,620
"23 Boardman Place","San Francisco",94103,NA,NA,0,620
"200 Brannan Street","San Francisco",94107,NA,NA,0,620
"229 Brannan Street #15C","San Francisco",94107,NA,NA,0,620
"1611 Broderick Street","San Francisco",94115,NA,NA,0,620
"1800 Bryant Street #202","San Francisco",94110,NA,NA,0,620
"27 Buena Vista Terrace","San Francisco",94117,NA,NA,0,620
"3933 Cabrillo Street","San Francisco",94121,NA,NA,0,620
"1865 California Street #3","San Francisco",94109,NA,NA,0,620
"118 Casitas Avenue","San Francisco",94127,NA,NA,0,620
"2364 Cecilia Avenue","San Francisco",94116,NA,NA,0,620
"157 Central Avenue","San Francisco",94117,NA,NA,0,620
"1260 Clay Street #105","San Francisco",94108,NA,NA,0,620
"1200 Clayton Street #7","San Francisco",94114,NA,NA,0,620
"345 Collingwood Street","San Francisco",94114,NA,NA,0,620
"566 Crestlake Drive","San Francisco",94132,NA,NA,0,620
"31 Cuvier Street","San Francisco",94112,NA,NA,0,620
"445 Darien Way","San Francisco",94127,NA,NA,0,620
"936 Divisadero Street","San Francisco",94115,NA,NA,0,620
"990 Duncan Street #103G","San Francisco",94131,NA,NA,0,620
"125 Evelyn Way","San Francisco",94127,NA,NA,0,620
"810 Faxon Avenue","San Francisco",94112,NA,NA,0,620
"158 Forest View Drive","San Francisco",94132,NA,NA,0,620
"505 Garfield Street","San Francisco",94132,NA,NA,0,620
"1410 Golden Gate Avenue","San Francisco",94115,NA,NA,0,620
"1864 Green Street","San Francisco",94123,NA,NA,0,620
"303 Greenwich Street #1","San Francisco",94133,NA,NA,0,620
"1311 Guerrero Street","San Francisco",94110,NA,NA,0,620
"483 Harkness Avenue","San Francisco",94134,NA,NA,0,620
"969 Hayes Street #4","San Francisco",94117,NA,NA,0,620
"76 Hernandez Avenue","San Francisco",94127,NA,NA,0,620
"1277 Howard Street #3","San Francisco",94103,NA,NA,0,620
"900 Ingerson Avenue","San Francisco",94124,NA,NA,0,620
"2105 Jackson Street","San Francisco",94115,NA,NA,0,620
"50 Lansing Street #609","San Francisco",94105,NA,NA,0,620
"15 Le Conte Circle","San Francisco",94124,NA,NA,0,620
"150 Lombard Street #509","San Francisco",94111,NA,NA,0,620
"156 Lombard Street #22","San Francisco",94111,NA,NA,0,620
"746 Myra Way","San Francisco",94127,NA,NA,0,620
"356 Oxford Street","San Francisco",94134,NA,NA,0,620
"821 Peru Avenue","San Francisco",94112,NA,NA,0,620
"280 Portola Drive","San Francisco",94131,NA,NA,0,620
"148 Ripley Street","San Francisco",94110,NA,NA,0,620
"156 Robinhood Drive","San Francisco",94127,NA,NA,0,620
"107 San Jose Avenue","San Francisco",94110,NA,NA,0,620
"3140 San Jose Avenue","San Francisco",94112,NA,NA,0,620
"35 Santa Rosa Avenue","San Francisco",94112,NA,NA,0,620
"174 Santa Ynez Avenue","San Francisco",94112,NA,NA,0,620
"3434 Scott Street","San Francisco",94123,NA,NA,0,620
"175 Skyview Way","San Francisco",94131,NA,NA,0,620
